merged_id,match_type,address_score,name_score,city,name,address,lat,lon,rooms_number,ostrovok_ota_hotel_id,ostrovok_master_id,ostrovok_name,ostrovok_address,ostrovok_url,ostrovok_rooms_number,tvil_hotel_id,tvil_name,tvil_address,tvil_url,tvil_rooms_number
150,unmatched_ostrovok,,,Усть-Кут,Отель Глория,"ул Л.Толстого, д. 36, Усть-Кут",56.801003,105.7855,14,gloria_20,8854283,Отель Глория,"ул Л.Толстого, д. 36, Усть-Кут",https://ostrovok.ru/hotel/russia/irkutsk/mid8854283/gloria_20,14,,,,,
151,unmatched_ostrovok,,,Иркутск,Сатурн,"Россия, 664002, Иркутская область, Иркутск, ул. Красный путь, д. 77, Иркутск",52.343086,104.21406,23,saturn_8,9291161,Сатурн,"Россия, 664002, Иркутская область, Иркутск, ул. Красный путь, д. 77, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9291161/saturn_8,23,,,,,
152,unmatched_ostrovok,,,Култук,Trakstop 38,"Komsomol'skaja 23/3, Култук",51.713367,103.688156,11,trakstop_38_2,10669986,Trakstop 38,"Komsomol'skaja 23/3, Култук",https://ostrovok.ru/hotel/russia/irkutsk/mid10669986/trakstop_38_2,11,,,,,
153,unmatched_ostrovok,,,Куркут,Отель Мир Байкала,"село Сахюрта, бухта Базарная, Куркут",53.024845,106.85937,29,mir_baykala_hotel,10219071,Отель Мир Байкала,"село Сахюрта, бухта Базарная, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid10219071/mir_baykala_hotel,29,,,,,
154,unmatched_ostrovok,,,Иркутск,Планета,"ул. Розы Люксембург, 144, Иркутск",52.345352,104.188034,33,planeta_9,8850641,Планета,"ул. Розы Люксембург, 144, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8850641/planeta_9,33,,,,,
155,unmatched_ostrovok,,,Иркутск,Байкал Капсул (Байкальская капсула),"Россия, Иркутская область, Иркутск, ул. Трилиссера, д. 141в, Иркутск",52.276245,104.333824,,baikal_capsule_hostel,8881125,Байкал Капсул (Байкальская капсула),"Россия, Иркутская область, Иркутск, ул. Трилиссера, д. 141в, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8881125/baikal_capsule_hostel,,,,,,
156,unmatched_ostrovok,,,Иркутск,Витим,"Россия, Иркутская область, Иркутск, ул. Терешковой, д. 2а, Иркутск",52.282036,104.25886,,vitim,9291159,Витим,"Россия, Иркутская область, Иркутск, ул. Терешковой, д. 2а, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9291159/vitim,,,,,,
157,unmatched_ostrovok,,,Усть-ордынский,Отель Метелица,"Иркутская обл, Усть-Ордынский, 68-км автотрассы Иркутск-Качуг, Усть-ордынский",52.818523,104.80036,5,metelitsa_6,9211770,Отель Метелица,"Иркутская обл, Усть-Ордынский, 68-км автотрассы Иркутск-Качуг, Усть-ордынский",https://ostrovok.ru/hotel/russia/irkutsk/mid9211770/metelitsa_6,5,,,,,
158,unmatched_ostrovok,,,Иркутск,Апартаменты Home Hotel (Хоум Хотел) на улице Пискунова,"ул. Пискунова, 142/5, Иркутск",52.27141,104.336876,,home_hotel_apartments_home_wanted_on_piskunov_street,11232250,Апартаменты Home Hotel (Хоум Хотел) на улице Пискунова,"ул. Пискунова, 142/5, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11232250/home_hotel_apartments_home_wanted_on_piskunov_street,,,,,,
159,unmatched_ostrovok,,,Бугульдейка,Гостевой дом ISIGER BAIKAL,"Байкальская ул. 18, Бугульдейка",52.535374,106.0579,,gostevoy_dom_isiger_baikal,11254237,Гостевой дом ISIGER BAIKAL,"Байкальская ул. 18, Бугульдейка",https://ostrovok.ru/hotel/russia/irkutsk/mid11254237/gostevoy_dom_isiger_baikal,,,,,,
160,unmatched_ostrovok,,,Куркут,"Мандархан, о.Байкал","Иркутская область, Ольхонский район, Шара-Тоготское муниципальное  образование, д. Куркут, территория местность Мандархан, Куркут",53.03756,106.82874,,gostevoy_dom_mandarkhan_obaykal,11306441,"Мандархан, о.Байкал","Иркутская область, Ольхонский район, Шара-Тоготское муниципальное  образование, д. Куркут, территория местность Мандархан, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid11306441/gostevoy_dom_mandarkhan_obaykal,,,,,,
161,unmatched_ostrovok,,,Бурдугуз,Hygge Barn,"Нижняя набережная 5, Бурдугуз",52.04798,104.602806,,glemping_hygge_barn,11337901,Hygge Barn,"Нижняя набережная 5, Бурдугуз",https://ostrovok.ru/hotel/russia/irkutsk/mid11337901/glemping_hygge_barn,,,,,,
162,unmatched_ostrovok,,,Солзан,Меблированные комнаты на Горной Улице 7Б,"улица Горная, д. 7Б, Солзан",51.496643,104.21872,,na_gornoy_ulitse_5_private_house,13123803,Меблированные комнаты на Горной Улице 7Б,"улица Горная, д. 7Б, Солзан",https://ostrovok.ru/hotel/russia/irkutsk/mid13123803/na_gornoy_ulitse_5_private_house,,,,,,
163,unmatched_ostrovok,,,Железногорск-Илимский,Отель Изумруд,"7-й квартал, д.20, Железногорск-Илимский",56.58639,104.12119,9,izumrud_hotel_7,13287135,Отель Изумруд,"7-й квартал, д.20, Железногорск-Илимский",https://ostrovok.ru/hotel/russia/irkutsk/mid13287135/izumrud_hotel_7,9,,,,,
164,unmatched_ostrovok,,,Большое Голоустное,Для компании,"улица Кирова, д.2Б, Большое Голоустное",52.04681,105.40883,,dlya_kompanii_guest_house,13288614,Для компании,"улица Кирова, д.2Б, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13288614/dlya_kompanii_guest_house,,,,,,
165,unmatched_ostrovok,,,Железногорск-Илимский,Отель Комильфо,"улица Иващенко, д.20, Железногорск-Илимский",56.581577,104.13028,12,komilfo_2,9768630,Отель Комильфо,"улица Иващенко, д.20, Железногорск-Илимский",https://ostrovok.ru/hotel/russia/irkutsk/mid9768630/komilfo_2,12,,,,,
166,unmatched_ostrovok,,,Большая Речка,Loft House 38,"51.947037, 104.753515, Большая Речка",51.947037,104.75352,,loft_house_38_guest_house,13330745,Loft House 38,"51.947037, 104.753515, Большая Речка",https://ostrovok.ru/hotel/russia/irkutsk/mid13330745/loft_house_38_guest_house,,,,,,
167,unmatched_ostrovok,,,Иркутск,Гостиница Альбатрос,"улица Ширямова, стр.15б/1, Иркутск",52.261833,104.35391,12,minihotel_albatros,6481029,Гостиница Альбатрос,"улица Ширямова, стр.15б/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6481029/minihotel_albatros,12,,,,,
168,unmatched_ostrovok,,,Иркутск,Отель Маркс,"улица Карла Маркса, д.15 А, Иркутск",52.282627,104.28479,26,marx_hotel,8662194,Отель Маркс,"улица Карла Маркса, д.15 А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8662194/marx_hotel,26,,,,,
169,unmatched_ostrovok,,,Братск,Отель Taiga,"улица Мира, дом 35, Братск",56.15637,101.621925,101,taiga_2,6923154,Отель Taiga,"улица Мира, дом 35, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid6923154/taiga_2,101,,,,,
170,unmatched_ostrovok,,,Хужир,Отель Флагман Ольхона,"улица Молодёжная, д.1, Хужир",53.19252,107.35624,15,hotel_flagman_olkhona,10019347,Отель Флагман Ольхона,"улица Молодёжная, д.1, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10019347/hotel_flagman_olkhona,15,,,,,
171,unmatched_ostrovok,,,Иркутск,Гостиница Riverside,"улица Байкальская, д.234 В/7, Иркутск",52.25251,104.32453,8,riderside,8754956,Гостиница Riverside,"улица Байкальская, д.234 В/7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8754956/riderside,8,,,,,
172,unmatched_ostrovok,,,Тулун,Спорткомплекс Озерный Тулун,"улица Карбышева, д.185, Тулун",54.532337,100.64291,,sportkompleks_ozerny_tulun_hotel,13285605,Спорткомплекс Озерный Тулун,"улица Карбышева, д.185, Тулун",https://ostrovok.ru/hotel/russia/irkutsk/mid13285605/sportkompleks_ozerny_tulun_hotel,,,,,,
173,unmatched_ostrovok,,,Братск,Времена Года,"Улица Подбельского 12, Братск",56.15242,101.614845,24,guest_house_vremena_goda,6511529,Времена Года,"Улица Подбельского 12, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid6511529/guest_house_vremena_goda,24,,,,,
174,unmatched_ostrovok,,,Братск,Отель Луна,"Комсомольская улица, д. 65А, Братск",56.163895,101.61804,22,luna_hotel_9,9752435,Отель Луна,"Комсомольская улица, д. 65А, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid9752435/luna_hotel_9,22,,,,,
175,unmatched_ostrovok,,,Усть-Кут,Отель Флагман,"Россия, Иркутская область, Усть-Кут, ул. Калинина, д. 8, Усть-Кут",56.779224,105.74704,13,flagman_hotel_4,9081483,Отель Флагман,"Россия, Иркутская область, Усть-Кут, ул. Калинина, д. 8, Усть-Кут",https://ostrovok.ru/hotel/russia/irkutsk/mid9081483/flagman_hotel_4,13,,,,,
176,unmatched_ostrovok,,,Большое Голоустное,Меблированные комнаты в Русском Стиле,"улица Кирова, д.2Б, Большое Голоустное",52.04681,105.40883,,v_russkom_stile_guest_house,13288615,Меблированные комнаты в Русском Стиле,"улица Кирова, д.2Б, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13288615/v_russkom_stile_guest_house,,,,,,
177,unmatched_ostrovok,,,Солзан,Барнхаус,"улица Восточная, д.4Б, Солзан",51.498707,104.21468,,barnkhaus_guest_house_4,13320876,Барнхаус,"улица Восточная, д.4Б, Солзан",https://ostrovok.ru/hotel/russia/irkutsk/mid13320876/barnkhaus_guest_house_4,,,,,,
178,unmatched_ostrovok,,,Иркутск,Отель Harat's inn,"ул Дальневосточная, д. 158/6, Иркутск",52.253967,104.32385,12,hotel_harats_inn,13752679,Отель Harat's inn,"ул Дальневосточная, д. 158/6, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13752679/hotel_harats_inn,12,,,,,
179,unmatched_ostrovok,,,Листвянка,Отель Ларус,"улица Октябрьская, дом 8, Листвянка",51.87526,104.83128,14,larus,9828888,Отель Ларус,"улица Октябрьская, дом 8, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9828888/larus,14,,,,,
180,unmatched_ostrovok,,,Иркутск,Отель Воздушная Гавань,"улица Ширямова, д.6, Иркутск",52.274734,104.35391,140,vozdushnaya_gavan,8059310,Отель Воздушная Гавань,"улица Ширямова, д.6, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8059310/vozdushnaya_gavan,140,,,,,
181,unmatched_ostrovok,,,Листвянка,Небо Байкала,"улица Горького, д.133/2, Листвянка",51.842533,104.88071,,nebo_baykala_guest_house,10006764,Небо Байкала,"улица Горького, д.133/2, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10006764/nebo_baykala_guest_house,,,,,,
182,unmatched_ostrovok,,,Иркутск,Cолнечный,"село Пивовариха, поселок Солнечный, улица Лунная, д.19, Иркутск",52.25676,104.365944,,solnechny_guest_house_7,13112614,Cолнечный,"село Пивовариха, поселок Солнечный, улица Лунная, д.19, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13112614/solnechny_guest_house_7,,,,,,
183,unmatched_ostrovok,,,Листвянка,Меблированные комнаты Домик на холме,"улица Суворова, д.19, Листвянка",51.86662,104.84517,,domik_na_kholme_guest_house,13329776,Меблированные комнаты Домик на холме,"улица Суворова, д.19, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13329776/domik_na_kholme_guest_house,,,,,,
184,unmatched_ostrovok,,,Мангутай,Отель Сибирская резиденция Лёд Байкала,"Слюдянский район, пос.Мангутай, ул. Байкальская, 1В, Мангутай",51.60353,103.91852,,hotelclub_ice,9679208,Отель Сибирская резиденция Лёд Байкала,"Слюдянский район, пос.Мангутай, ул. Байкальская, 1В, Мангутай",https://ostrovok.ru/hotel/russia/irkutsk/mid9679208/hotelclub_ice,,,,,,
185,unmatched_ostrovok,,,Иркутск,Диво Байкала 1,"улица 4-я Железнодорожная, д.57, Иркутск",52.279198,104.2479,,divobaykala_flat_1,13373670,Диво Байкала 1,"улица 4-я Железнодорожная, д.57, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13373670/divobaykala_flat_1,,,,,,
186,unmatched_ostrovok,,,Большое Голоустное,Wind Lake,"2-я Рейдовая улица, д.12, Большое Голоустное",52.027744,105.404976,,wind_lake_guest_house,13437748,Wind Lake,"2-я Рейдовая улица, д.12, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13437748/wind_lake_guest_house,,,,,,
187,unmatched_ostrovok,,,Большое Голоустное,"Парк-отель ""Азатай""","Подкамень местечко, 1, Большое Голоустное",52.061794,105.47054,,azatai_park_hotel,13757053,"Парк-отель ""Азатай""","Подкамень местечко, 1, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13757053/azatai_park_hotel,,,,,,
188,unmatched_ostrovok,,,Кузнецовка,Сибирь,"Россия, Иркутская область, Жигалово, ул. Калинка, д. 1, Кузнецовка",54.7979,105.22698,,siberia_9,13369836,Сибирь,"Россия, Иркутская область, Жигалово, ул. Калинка, д. 1, Кузнецовка",https://ostrovok.ru/hotel/russia/irkutsk/mid13369836/siberia_9,,,,,,
189,unmatched_ostrovok,,,Хужир,Хоромы,"Северная улица, д. 5/1, Хужир",53.196445,107.35554,,khoromy_recreation_camp,13284761,Хоромы,"Северная улица, д. 5/1, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13284761/khoromy_recreation_camp,,,,,,
190,unmatched_ostrovok,,,Хужир,Викинг Хаус,"Северная улица, 5а/1, Хужир",53.196445,107.35554,,apartments_viking_khaus,13097492,Викинг Хаус,"Северная улица, 5а/1, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13097492/apartments_viking_khaus,,,,,,
191,unmatched_ostrovok,,,Хужир,Гостиница Star of Baikal,"пер. Горный 2, Хужир",53.195583,107.335785,12,hotel_star_of_baiakal,9999279,Гостиница Star of Baikal,"пер. Горный 2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid9999279/hotel_star_of_baiakal,12,,,,,
192,unmatched_ostrovok,,,Новоснежная,Вилладж Хвоя,"улица Ленина, дом 75, Новоснежная",51.4684,104.623375,,baza_otdykha_village_hvoy,11339142,Вилладж Хвоя,"улица Ленина, дом 75, Новоснежная",https://ostrovok.ru/hotel/russia/irkutsk/mid11339142/baza_otdykha_village_hvoy,,,,,,
193,unmatched_ostrovok,,,Утулик,БайкКалина,"улица Озёрная, д.8, Утулик",51.551033,104.059654,,baykkalina_guest_house,10011069,БайкКалина,"улица Озёрная, д.8, Утулик",https://ostrovok.ru/hotel/russia/irkutsk/mid10011069/baykkalina_guest_house,,,,,,
194,unmatched_ostrovok,,,Усть-ордынский,Отель Макси,"улица Аптечная, д. 1Б, Усть-ордынский",52.793945,104.727554,2,maksi_hotel,13793223,Отель Макси,"улица Аптечная, д. 1Б, Усть-ордынский",https://ostrovok.ru/hotel/russia/irkutsk/mid13793223/maksi_hotel,2,,,,,
195,unmatched_ostrovok,,,Иркутск,Спектр,"Россия, Иркутская область, Иркутск, ул. Рабочего Штаба, д. 97/1, Иркутск",52.32121,104.30218,14,spektr_2,8854293,Спектр,"Россия, Иркутская область, Иркутск, ул. Рабочего Штаба, д. 97/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8854293/spektr_2,14,,,,,
196,unmatched_ostrovok,,,Иркутск,Отель на Перроне,"ул Терешковой, стр. 6, помещ. 1, Иркутск",52.281338,104.25831,25,magas,6839053,Отель на Перроне,"ул Терешковой, стр. 6, помещ. 1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6839053/magas,25,,,,,
197,unmatched_ostrovok,,,Хужир,Частный Дом На Песках,"улица 60 лет Победы, д.3, Хужир",53.190277,107.33292,,chastny_dom_na_peskakh_guest_house,13430917,Частный Дом На Песках,"улица 60 лет Победы, д.3, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13430917/chastny_dom_na_peskakh_guest_house,,,,,,
198,unmatched_ostrovok,,,Иркутск,Резиденции Rodina Irkutsk,"улица Цесовская Набережная, 8, Иркутск",52.28924,104.26912,,rezidentsii_rodina_irkutsk,13678434,Резиденции Rodina Irkutsk,"улица Цесовская Набережная, 8, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13678434/rezidentsii_rodina_irkutsk,,,,,,
199,unmatched_ostrovok,,,Иркутск,Отель Светлый,"Иркутская Область, с Пивовариха, мкр. Светлый, ул Первая, зд. 2а, Иркутск",52.260536,104.361946,6,svetly_aparthotel,10360693,Отель Светлый,"Иркутская Область, с Пивовариха, мкр. Светлый, ул Первая, зд. 2а, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10360693/svetly_aparthotel,6,,,,,
200,unmatched_ostrovok,,,Листвянка,Небо Байкала,"улица Горького, д.133/2, Листвянка",51.842533,104.88071,,the_sky_of_lake_baikal,13459275,Небо Байкала,"улица Горького, д.133/2, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13459275/the_sky_of_lake_baikal,,,,,,
201,unmatched_ostrovok,,,Куркут,База отдыха ГЭСЭР,"Ольховский район, Сахюрта, Куркут",53.025204,106.86003,15,geser_recreation_center,9986958,База отдыха ГЭСЭР,"Ольховский район, Сахюрта, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid9986958/geser_recreation_center,15,,,,,
202,unmatched_ostrovok,,,Слюдянка,Гостиница Легенды Байкала,"ул Фрунзе, зд. 8, помещ. 2, Слюдянка",51.6726,103.68329,18,legendy_baykala,13868556,Гостиница Легенды Байкала,"ул Фрунзе, зд. 8, помещ. 2, Слюдянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13868556/legendy_baykala,18,,,,,
203,unmatched_ostrovok,,,Ушаковское,Отель Елочка,"Иркутский р-он, 21 км Байкальского тракта, Ушаковское",52.176395,104.49215,,camping_yelochka_kempinghotel,13868693,Отель Елочка,"Иркутский р-он, 21 км Байкальского тракта, Ушаковское",https://ostrovok.ru/hotel/russia/irkutsk/mid13868693/camping_yelochka_kempinghotel,,,,,,
204,unmatched_ostrovok,,,Хужир,Отель Гостиный Двор Вдохновение,"ул. Северная, д. 5/2, Хужир",53.196358,107.35481,34,baza_otdykha_gostiny_dvor_vdokhnovenie,10438999,Отель Гостиный Двор Вдохновение,"ул. Северная, д. 5/2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10438999/baza_otdykha_gostiny_dvor_vdokhnovenie,34,,,,,
205,unmatched_ostrovok,,,Хужир,Ольхон Инн,"ул.Первомайская, д.1, Хужир",53.19389,107.33785,,olkhon_inn,10005431,Ольхон Инн,"ул.Первомайская, д.1, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10005431/olkhon_inn,,,,,,
206,unmatched_ostrovok,,,Куркут,База отдыха Байкальская Радуга,"Mestnost Kamyshi-2, Куркут",53.030186,106.851425,31,recreation_centre_baikal_rainbow,6341048,База отдыха Байкальская Радуга,"Mestnost Kamyshi-2, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid6341048/recreation_centre_baikal_rainbow,31,,,,,
207,unmatched_ostrovok,,,Сарма,Центр отдыха Да-ши,"залив Хужир-Нуга, Сарма",53.080173,106.80518,20,tsentr_otdykha_dashi,8138887,Центр отдыха Да-ши,"залив Хужир-Нуга, Сарма",https://ostrovok.ru/hotel/russia/irkutsk/mid8138887/tsentr_otdykha_dashi,20,,,,,
208,unmatched_ostrovok,,,Хужир,База отдыха Ольхон,"Иркутская область, Ольхонский район, п. Хужир, ул. Байкальская 64/2, Хужир",53.19386,107.354095,50,baza_otdykha_olkhon,11256148,База отдыха Ольхон,"Иркутская область, Ольхонский район, п. Хужир, ул. Байкальская 64/2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid11256148/baza_otdykha_olkhon,50,,,,,
209,unmatched_ostrovok,,,Харанцы,Меблированные комнаты Olkhon Village,"Летняя улица, д. 13, Харанцы",53.222958,107.42975,,olkhon_village_guest_house,13166321,Меблированные комнаты Olkhon Village,"Летняя улица, д. 13, Харанцы",https://ostrovok.ru/hotel/russia/irkutsk/mid13166321/olkhon_village_guest_house,,,,,,
210,unmatched_ostrovok,,,Хужир,Ольхон,"ул. Байкальская 64/2, Хужир",53.193913,107.35411,50,olkhon_2,13368018,Ольхон,"ул. Байкальская 64/2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13368018/olkhon_2,50,,,,,
211,unmatched_ostrovok,,,Иркутск,Отель Профсоюзная,"улица Байкальская, д.263, Иркутск",52.256462,104.35531,,profsoyuznaya_hotel_4,13870224,Отель Профсоюзная,"улица Байкальская, д.263, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13870224/profsoyuznaya_hotel_4,,,,,,
212,unmatched_tvil,,,Утулик,"Парк отель ""Байкал""","Утулик, Территория туристической базы ""Байкал""",51.550580,104.038244,9,,,,,,,1434513,"Парк отель ""Байкал""","Утулик, Территория туристической базы ""Байкал""",https://tvil.ru/city/utulik/hotels/1434513/,9
213,unmatched_tvil,,,Иркутск,"Апарт -отель ""BaikalStory ""","Иркутск, улица Лыткина, 9/6",52.263250,104.305015,10,,,,,,,1845315,"Апарт -отель ""BaikalStory ""","Иркутск, улица Лыткина, 9/6",https://tvil.ru/city/irkutsk/hotels/1845315/,10
214,unmatched_tvil,,,Иркутск,"Мини-отель ""Проспект""","Иркутск, проспект Маршала Жукова, 5/4",52.250488,104.353910,4,,,,,,,1889753,"Мини-отель ""Проспект""","Иркутск, проспект Маршала Жукова, 5/4",https://tvil.ru/city/irkutsk/hotels/1889753/,4
215,unmatched_tvil,,,Иркутск,"Апарт-отель ""Sokolov Hotel""","Иркутск, Байкальская улица, 129",52.262627,104.315318,30,,,,,,,1009170,"Апарт-отель ""Sokolov Hotel""","Иркутск, Байкальская улица, 129",https://tvil.ru/city/irkutsk/hotels/1009170/,30
216,unmatched_tvil,,,Иркутск,"Бутик-отель ""География""","Иркутск, улица 3 Июля, 17/1",52.274101,104.288908,12,,,,,,,1298063,"Бутик-отель ""География""","Иркутск, улица 3 Июля, 17/1",https://tvil.ru/city/irkutsk/hotels/1298063/,12
217,unmatched_tvil,,,Иркутск,"Мини-отель ""Nice People""","Иркутск, Ямская улица, 11",52.279812,104.305612,6,,,,,,,1064267,"Мини-отель ""Nice People""","Иркутск, Ямская улица, 11",https://tvil.ru/city/irkutsk/hotels/1064267/,6
218,unmatched_tvil,,,Иркутск,"Гостиница ""Ochagof""","Иркутск, Дальневосточная улица, 21",52.262952,104.297819,23,,,,,,,787596,"Гостиница ""Ochagof""","Иркутск, Дальневосточная улица, 21",https://tvil.ru/city/irkutsk/hotels/787596/,23
219,unmatched_tvil,,,Иркутск,"Гостиница ""Добрый Кот""","Иркутск, улица Румянцева, 22",52.283920,104.252202,10,,,,,,,1390225,"Гостиница ""Добрый Кот""","Иркутск, улица Румянцева, 22",https://tvil.ru/city/irkutsk/hotels/1390225/,10
220,unmatched_tvil,,,Иркутск,"Гостиница ""130Hotel""","Иркутск, улица Лапина, 43А",52.276436,104.290296,12,,,,,,,1491765,"Гостиница ""130Hotel""","Иркутск, улица Лапина, 43А",https://tvil.ru/city/irkutsk/hotels/1491765/,12
221,unmatched_tvil,,,Деревня Курма,"Парк отель ""Уюга""","Деревня Курма, Парк отель ""Уюга""   , б.н",53.167959,106.948010,58,,,,,,,1487384,"Парк отель ""Уюга""","Деревня Курма, Парк отель ""Уюга""   , б.н",https://tvil.ru/city/derevnya-kurma/hotels/1487384/,58
222,unmatched_tvil,,,Ангарск,Гостиница Олимпиада,"Ангарск, улица Чайковского, 48",52.530808,103.877767,25,,,,,,,1690094,Гостиница Олимпиада,"Ангарск, улица Чайковского, 48",https://tvil.ru/city/angarsk/hotels/1690094/,25
223,unmatched_tvil,,,Хужир,"Отель ""Точка Байкала""","Хужир, Байкальская улица, 64",,,38,,,,,,,1913029,"Отель ""Точка Байкала""","Хужир, Байкальская улица, 64",https://tvil.ru/city/huzhir/hotels/1913029/,38
224,unmatched_tvil,,,Иркутск,"Гостиница ""Usadba 50 ( Усадьба 50)""","Иркутск, улица Дзержинского, 50",52.286487,104.298547,15,,,,,,,1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""","Иркутск, улица Дзержинского, 50",https://tvil.ru/city/irkutsk/hotels/1048431/,15
225,unmatched_tvil,,,Иркутск,"Апарт-отель ""Светлый""","Иркутск, Первая, 2а/2",52.260842,104.361912,6,,,,,,,1655828,"Апарт-отель ""Светлый""","Иркутск, Первая, 2а/2",https://tvil.ru/city/irkutsk/hotels/1655828/,6
226,unmatched_tvil,,,Иркутск,"Гостиница"" Аврора""","Иркутск, улица Карла Либкнехта, 7Б",52.288084,104.294656,7,,,,,,,1508283,"Гостиница"" Аврора""","Иркутск, улица Карла Либкнехта, 7Б",https://tvil.ru/city/irkutsk/hotels/1508283/,7
227,unmatched_tvil,,,Иркутск,"Гостиница  ""Воробьевы горы""","Иркутск, Ольхонский район, местность Тутай, 1, 1",53.002109,106.893550,11,,,,,,,1390108,"Гостиница  ""Воробьевы горы""","Иркутск, Ольхонский район, местность Тутай, 1, 1",https://tvil.ru/city/irkutsk/hotels/1390108/,11
228,unmatched_tvil,,,Хужир,Hotel Olhon 2*,"Хужир, Байкальская улица, 64/1",,,28,,,,,,,1097942,Hotel Olhon 2*,"Хужир, Байкальская улица, 64/1",https://tvil.ru/city/huzhir/hotels/1097942/,28
229,unmatched_tvil,,,Ангарск,"Отель"" Арбат""","Ангарск, 192 квартал, 7",52.505832,103.840366,11,,,,,,,1632075,"Отель"" Арбат""","Ангарск, 192 квартал, 7",https://tvil.ru/city/angarsk/hotels/1632075/,11
230,unmatched_tvil,,,Иркутск,Гостиница «Усадьба Егорова»,"Иркутск, улица Грязнова, 2",52.281154,104.285620,10,,,,,,,2032078,Гостиница «Усадьба Егорова»,"Иркутск, улица Грязнова, 2",https://tvil.ru/city/irkutsk/hotels/2032078/,10
231,unmatched_tvil,,,Иркутск,"Бутик-отель ""Маруся""","Иркутск, улица Седова, 12",52.275142,104.288404,14,,,,,,,898794,"Бутик-отель ""Маруся""","Иркутск, улица Седова, 12",https://tvil.ru/city/irkutsk/hotels/898794/,14
232,unmatched_tvil,,,Иркутск,Отель «Байкал-Аляска»,"Иркутск, Старо-Кузьмихинская улица, 37/3",52.250868,104.283563,24,,,,,,,1899852,Отель «Байкал-Аляска»,"Иркутск, Старо-Кузьмихинская улица, 37/3",https://tvil.ru/city/irkutsk/hotels/1899852/,24
233,unmatched_tvil,,,Нижнеудинск,"Отель ""Магистраль""","Нижнеудинск, Красноармейская улица, 43, 43",54.920704,99.048541,21,,,,,,,2036706,"Отель ""Магистраль""","Нижнеудинск, Красноармейская улица, 43, 43",https://tvil.ru/city/nizhneudinsk/hotels/2036706/,21
234,unmatched_tvil,,,Братск,"Отель ""Санаторий Солнечный""","Братск, улица Северный Артек, 10",56.172817,101.664911,125,,,,,,,1367536,"Отель ""Санаторий Солнечный""","Братск, улица Северный Артек, 10",https://tvil.ru/city/bratsk/hotels/1367536/,125
235,unmatched_tvil,,,Ангарск,"Гостиница ""Малый отель""","Ангарск, 7-й микрорайон, 35",52.518307,103.869062,11,,,,,,,2110558,"Гостиница ""Малый отель""","Ангарск, 7-й микрорайон, 35",https://tvil.ru/city/angarsk/hotels/2110558/,11
236,unmatched_tvil,,,Иркутск,"Гостиница ""Березка""","Иркутск, улица Седова, 16/1",52.274658,104.288818,4,,,,,,,1782205,"Гостиница ""Березка""","Иркутск, улица Седова, 16/1",https://tvil.ru/city/irkutsk/hotels/1782205/,4
